num,amount,buySum,sellSum,buySpread,sellSpread,spreadSum,maxPrice,minPrice,layerBidPrice,layerBidAmount,layerAskPrice,layerAskAmount,imbalance,bid1,ask1,position
22,7.890000000000001,7490.2315,1290.7251999999999,3.029826097105422,-23.88403263402426,-20.854206536918838,1113.07,1112.53,0,0,0,0,26.16,1112.87,1113.22,0
23,7.909999999999999,7502.7462000000005,1302.2134999999998,5.5082129711723695,-21.205128205135885,-15.69691523396352,1113.22,1112.83,0,0,1113.39,10.49,-31.14,1113.02,1113.32,0
24,0.98,545.3836,545.3738,0.10526315789464111,-8.039999999992688,-7.934736842098046,1113.04,1112.96,1112.88,1.54,1113.38,1.01,44.22999999999999,1112.92,1113.33,0
25,21.24,3783.7025,19851.443799999994,1.7840709144221454,18.95916336310493,20.743234277527076,1112.95,1112.38,0,0,0,0,-39.75999999999999,1111.41,1111.83,-1
26,8.66,6636.8622000000005,2991.3403,74.66172138554313,-22.067149728925056,52.594571656618086,1112.33,1111.34,0,0,0,0,33.1,1112.34,1112.5,0
27,6.85,3462.4746999999998,4163.0896999999995,29.538540447792634,-5.7598762053122075,23.778664242480424,1113.86,1111.9,0,0,0,0,30.95,1112.93,1113.45,0
28,7.089999999999999,467.50829999999996,7424.6098999999995,22.190476190479828,-1.1393463507256016,21.05112983975423,1113.43,1112.92,0,0,0,0,14.65,1113.18,1113.29,0
29,6.7700000000000005,2958.814,4573.668400000001,-7.989583333334277,-21.693137254907693,-29.682720588241967,1113.38,1111.75,0,0,0,0,-29.009999999999998,1111.58,1112.04,0
30,9.899999999999999,6284.238,4724.5446999999995,30.824767614453798,-47.18591409473254,-16.361146480278734,1112.6,1110.98,0,0,0,0,-27.749999999999996,1111.13,1111.63,0
31,7.71,4832.8031,3731.8637,51.37611686977288,-28.900106306906782,22.476010562866108,1111.43,1110.34,0,0,0,0,-30.06,1109.72,1110.53,0
32,37.650000000000006,12117.549600000002,29660.552399999993,42.56506134124939,-80.54525442472139,-37.980193083472,1110.2,1108.86,0,0,0,0,-48.379999999999995,1108.4,1108.65,0
33,13.079999999999998,9469.339800000002,5033.134499999999,0.6853484993046074,-18.326605095218326,-17.641256595913717,1109.4,1108.1,0,0,0,0,-19.740000000000002,1108.05,1108.5,0
34,16.7,14408.914500000003,4099.5435,52.727146758237986,-26.82984768070145,25.89729907753653,1108.5,1107.66,0,0,0,0,-11.440000000000001,1107.64,1108.33,0
35,4.550000000000001,2892.4567,2148.9394,40.1277201671344,-0.48655799669221045,39.641162170442186,1108.43,1107.63,0,0,1111.21,6.87,46.56,1107.93,1108.48,0
36,4.12,4001.2538000000004,565.5185,59.981226318302554,-26.541666666658635,33.439559651643926,1109.92,1108.03,0,0,0,0,10.979999999999997,1108.11,1108.76,0
37,8.719999999999999,2715.099,6945.4352,5.476236559139821,-7.7991424445991235,-2.3229058854593028,1108.66,1107.48,0,0,0,0,-34.28999999999999,1107.38,1107.49,0
38,5.619999999999999,4960.2119999999995,1262.0874999999999,19.843966207855594,-24.859090909113775,-5.0151247012581806,1107.4,1107.03,1107,8.29,0,0,-21.549999999999997,1107.02,1107.51,0
39,9.709999999999999,5008.2112,5750.939599999999,2.0051084626414237,-2.2597313797312095,-0.2546229170897858,1109.3,1107.06,0,0,0,0,37.21,1107.26,1108.1,0
40,4.68,4187.268000000001,996.6833999999999,39.60460421089539,-2.475490196061914,37.129114014833476,1108.1,1107.3,0,0,1109.18,5.1,46.81,1107.75,1108.58,0
41,17.830000000000002,19319.085400000007,454.68289999999996,5.264437987999853,-4.533333333334895,0.731104654664958,1109.42,1107.85,0,0,0,0,14.530000000000003,1108.58,1108.66,0
42,20.16,1418.2588999999998,20904.0618,-1.1744100294948163,-34.79904954751157,-35.97345957700639,1109.05,1106.76,0,0,0,0,-43.64,1106.76,1107.11,0
43,1.8,1195.7086,796.8707,-13.190256220748914,-1.042857142856844,-14.23311336360576,1107.42,1106.76,1106.76,3.23,0,0,-0.22999999999999865,1106.81,1107.08,0
44,6.8,4029.7047999999995,3497.4785,-38.877422475203204,1.1326041111782639,-37.744818364024944,1107.4,1106.76,0,0,0,0,30.949999999999996,1106.94,1107.4,0
45,3.7700000000000005,2801.2599,1372.9086,15.905152807394357,7.449197860953522,23.354350668347877,1107.51,1106.94,0,0,0,0,8.12,1107,1107.57,0
46,3.66,3555.1623,498.2004,2.049200735406904,0.3888888888891668,2.438089624296071,1107.69,1107,0,0,0,0,32.059999999999995,1107.34,1107.79,0
47,1.1099999999999999,1074.4361,155.02949999999998,21.773279352229654,-29.999999999995453,-8.226720647765799,1107.83,1107.34,1108.1,1.42,1109.29,1.34,33.64,1108.1,1108.97,0
48,15.310000000000002,9003.5916,7975.1169,18.459142381503348,-6.7949937573080845,11.664148624195265,1109.7,1108.1,0,0,0,0,-14.799999999999999,1108.22,1108.62,0
49,14.370000000000001,3835.2473999999997,12082.5715,-3.10180967861299,-26.54321685601701,-29.64502653463,1109.09,1106.58,0,0,0,0,-33.41,1106.52,1106.95,0
50,34.370000000000005,17941.577100000002,20118.6283,-41.06225839672822,-59.71584726361523,-100.77810566034343,1108.18,1106.5,0,0,0,0,2.2100000000000026,1106.36,1107.23,0
51,10.22,5668.6724,5641.3364,14.470637259561428,-66.89445158833512,-52.42381432877369,1107.23,1106.04,1105,49.1,0,0,-28.119999999999997,1105.73,1105.94,0
52,76.3,15613.8689,68712.85399999999,31.869362762656163,-87.83226798074966,-55.96290521809348,1106.16,1105,0,0,0,0,31.839999999999996,1106.16,1106.56,0
53,74.62999999999997,12441.4917,69971.40580000001,62.73046859780664,-57.76992392767104,4.960544670135643,1106.56,1102.01,0,0,0,0,-26.879999999999995,1104.03,1104.64,0
54,5.4,2384.2893000000004,3576.8577,-29.279894533555744,-4.087756979857686,-33.36765151341342,1104.64,1103.15,0,0,1105.51,8.02,-6.339999999999996,1104.39,1104.83,0
55,13.490000000000002,8267.403,6622.677299999999,-73.61482969568831,-39.49224316717644,-113.10707286286475,1104.39,1103.22,0,0,0,0,-37.42,1104.12,1104.68,0
