num,amount,buyAmount,sellAmount,buySum,sellSum,startPrice,endPrice,buyMaxPrice,buyMinPrice,sellMaxPrice,sellMinPrice,maxPrice,minPrice,bestBidDepth,bestAskDepth
5481,370.192,153.03,217.16199999999998,195351.24334000004,277240.81070000003,1276.49,1276.55,1276.68,1276.49,1276.67,1276.48,1276.68,1276.48,312.605,173.48500000000004
5482,362.662,149.59699999999998,213.065,190969.28561000008,272011.18776,1276.49,1276.55,1276.68,1276.49,1276.67,1276.54,1276.68,1276.49,16.387,839.0620000000001
5483,135.65400000000002,50.477,85.17700000000002,64434.41434999999,108709.23377,1276.54,1275.95,1276.55,1275.96,1276.54,1275.95,1276.55,1275.95,390.75799999999987,523.135
5484,136.73000000000002,47.076,89.65400000000002,60092.58506,114420.25862999998,1276.55,1275.87,1276.55,1275.88,1276.54,1275.87,1276.55,1275.87,40.611999999999995,937.18
5485,36.794000000000004,21.442,15.352000000000002,27357.418960000003,19587.210919999998,1275.91,1275.88,1275.88,1275.88,1275.91,1275.87,1275.91,1275.87,179.908,47.712
5486,106.22400000000002,99.86400000000002,6.359999999999999,127426.38743,8114.641409999999,1275.87,1276.21,1276.21,1275.88,1276.2,1275.87,1276.21,1275.87,974.012,4.507
5487,29.197,28.833,0.364,36797.966619999985,464.54343000000006,1276.17,1276.38,1276.38,1276.17,1276.37,1276.2,1276.38,1276.17,968.6460000000001,26.072
5488,17.08599999999999,17.04699999999999,0.039,21757.239659999996,49.77842999999999,1276.26,1276.38,1276.38,1276.26,1276.37,1276.37,1276.38,1276.26,380.979,38.02
5489,6.656999999999999,5.632999999999999,1.024,7189.848540000001,1307.00288,1276.38,1276.37,1276.38,1276.38,1276.37,1276.37,1276.38,1276.37,391.379,56.288
5490,58.62,31.723,26.897,40490.38334000001,34330.43239,1276.38,1276.17,1276.38,1276.18,1276.37,1276.17,1276.38,1276.17,196.632,88.284
5491,257.74899999999997,223.40699999999998,34.342,285113.35505,43831.33044,1276.38,1276.36,1276.38,1276.18,1276.37,1276.17,1276.38,1276.17,25.786,711.6640000000001
5492,215.72899999999998,207.78599999999997,7.943,265175.31461999996,10138.65498,1276.17,1276.47,1276.47,1276.18,1276.46,1276.17,1276.47,1276.17,657.9580000000002,202.272
5493,34.253,27.230000000000004,7.023,34757.15726000002,8964.57858,1276.36,1276.5,1276.5,1276.36,1276.46,1276.46,1276.5,1276.36,680.553,7.016
5494,9.352,9.352,0,11937.827999999996,0,1276.5,1276.5,1276.5,1276.5,0,1000000,1276.5,1276.5,0,69.226
5495,16.035,15.859,0.176,20244.013499999994,224.66224,1276.5,1276.5,1276.5,1276.5,1276.49,1276.49,1276.5,1276.49,296.222,49.359
5496,5.444999999999999,4.9559999999999995,0.489,6326.334,624.20361,1276.5,1276.49,1276.5,1276.5,1276.49,1276.49,1276.5,1276.49,174.218,58.598
5497,15.059999999999999,14.305,0.7549999999999999,18260.3325,963.7499499999999,1276.5,1276.5,1276.5,1276.5,1276.49,1276.49,1276.5,1276.49,64.967,73.406
5498,276.962,166.006,110.95599999999997,211861.22052,141631.07434999998,1276.49,1276.33,1276.5,1276.19,1276.49,1276.18,1276.5,1276.18,432.548,58.864
5499,267.764,154.16800000000003,113.59599999999999,196749.76812000002,145000.73685000002,1276.5,1276.4,1276.5,1276.19,1276.49,1276.18,1276.5,1276.18,1141.8229999999999,195.192
5500,8.142,2.9739999999999993,5.168,3796.0136000000007,6596.38352,1276.39,1276.4,1276.4,1276.4,1276.39,1276.39,1276.4,1276.39,297.788,111.754
5501,34.601000000000006,32.144000000000005,2.457,41028.64480000001,3136.0902300000002,1276.4,1276.5,1276.5,1276.4,1276.39,1276.39,1276.5,1276.39,325.236,80.409
5502,61.14999999999999,49.03399999999999,12.116,62589.971100000024,15465.952840000002,1276.4,1276.57,1276.57,1276.4,1276.49,1276.49,1276.57,1276.4,406.832,61.921
5503,28.56200000000001,20.896000000000008,7.6659999999999995,26674.8232,9785.595650000001,1276.49,1276.56,1276.57,1276.5,1276.56,1276.49,1276.57,1276.49,524.4150000000001,33.602
5504,25.442,19.018,6.424,24277.808259999998,8200.62144,1276.56,1276.56,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,124.593,82.162
5505,26.613000000000007,19.006000000000004,7.607000000000001,24262.489420000005,9710.79192,1276.57,1276.57,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,77.895,110.896
5506,8.02,5.91,2.1100000000000003,7544.528700000002,2693.5416,1276.57,1276.57,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,56.764,108.164
5507,33.45,11.716,21.734,14956.29412,27744.75504,1276.56,1276.57,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,33.24,86.96
5508,29.604999999999997,8.065,21.54,10295.537049999997,27497.1024,1276.57,1276.57,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,149.028,32.641
5509,3.2009999999999996,1.6869999999999998,1.514,2153.57359,1932.71184,1276.57,1276.57,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,35.069,112.065
5510,0.919,0.9,0.019,1148.913,24.25464,1276.57,1276.57,1276.57,1276.57,1276.56,1276.56,1276.57,1276.56,47.217,129.096
5511,39.785999999999994,0.379,39.407,483.78163000000006,50304.087139999996,1276.57,1276.42,1276.57,1276.42,1276.56,1276.41,1276.57,1276.41,72.053,698.458
5512,13.751,0.273,13.478,348.46266,17204.309090000002,1276.5,1276.41,1276.42,1276.42,1276.5,1276.41,1276.5,1276.41,108.653,116.706
5513,2.969,2.09,0.879,2667.7178,1121.96439,1276.41,1276.42,1276.42,1276.42,1276.41,1276.41,1276.42,1276.41,193.815,26.579
5514,4.065999999999999,3.5419999999999994,0.524,4521.07964,668.8388400000001,1276.42,1276.42,1276.42,1276.42,1276.41,1276.41,1276.42,1276.41,77.14,68.18
5515,5.890000000000001,3.3050000000000006,2.585,4218.5681,3299.51985,1276.42,1276.41,1276.42,1276.42,1276.41,1276.41,1276.42,1276.41,92.832,34.181
5516,95.701,90.014,5.687,114901.11509999998,7259.15003,1276.42,1276.63,1276.6,1276.42,1276.63,1276.41,1276.63,1276.41,121.883,149.36199999999997
5517,92.071,88.023,4.048,112359.87761999997,5167.44514,1276.41,1276.77,1276.77,1276.42,1276.76,1276.41,1276.77,1276.41,941.9009999999998,1.785
5518,58.672,57.726,0.9460000000000001,73704.21037,1207.81496,1276.66,1276.89,1276.89,1276.66,1276.76,1276.76,1276.89,1276.66,615.476,129.114
5519,56.25,47.001,9.249,60011.020830000016,11809.863120000002,1276.8,1276.88,1276.89,1276.8,1276.88,1276.88,1276.89,1276.8,239.119,139.818
5520,11.802,2.5529999999999995,9.249,3259.9001700000003,11809.863120000002,1276.89,1276.89,1276.89,1276.89,1276.88,1276.88,1276.89,1276.88,125.36,18.312
5521,84.7,4.366999999999999,80.333,5576.166660000001,102570.60508,1276.89,1276.6,1276.89,1276.7,1276.88,1276.6,1276.89,1276.6,414.9399999999999,70.149
5522,83.434,3.0340000000000007,80.39999999999999,3874.0230899999997,102656.13594,1276.89,1276.58,1276.89,1276.59,1276.88,1276.58,1276.89,1276.58,33.185,701.542
5523,2.2960000000000003,0.164,2.132,209.36075999999997,2721.66856,1276.59,1276.58,1276.59,1276.59,1276.58,1276.58,1276.59,1276.58,18.496,329.672
5524,5.591,3.5260000000000002,2.065,4501.25634,2636.1377,1276.58,1276.59,1276.59,1276.59,1276.58,1276.58,1276.59,1276.58,36.988,344.874
5525,7.566999999999999,6.367999999999999,1.199,8129.3251199999995,1530.61942,1276.59,1276.58,1276.59,1276.59,1276.58,1276.58,1276.59,1276.58,55.545,319.302
5526,47.24300000000001,30.186000000000003,17.057000000000002,38535.14574,21774.62506,1276.59,1276.58,1276.59,1276.59,1276.58,1276.58,1276.59,1276.58,18.305,326.239
5527,81.786,33.463,48.32300000000001,42717.411210000006,61687.67407999999,1276.59,1276.41,1276.59,1276.41,1276.58,1276.4,1276.59,1276.4,73.27199999999999,253.046
5528,40.89,6.662999999999999,34.227000000000004,8504.71983,43692.68524,1276.58,1276.41,1276.41,1276.41,1276.58,1276.4,1276.58,1276.4,61.839,370.884
5529,402.344,5.485,396.859,7001.050770000002,506471.5366200001,1276.4,1276.19,1276.41,1276.19,1276.4,1276.18,1276.41,1276.18,707.056,392.988
5530,2019.5600000000013,714.1200000000001,1305.4400000000012,910906.7826200001,1665737.3219200005,1276.41,1275.62,1276.41,1275.31,1276.4,1275.3,1276.41,1275.3,1195.0890000000002,619.5559999999999
5531,1612.4699999999998,858.459,754.011,1095033.9137499998,962004.9683100004,1275.98,1275.81,1275.99,1275.31,1275.98,1275.3,1275.99,1275.3,606.1940000000001,468.0610000000001
5532,187.5409999999999,176.7349999999999,10.806000000000001,225466.90141999998,13789.039939999999,1275.61,1276.25,1276.25,1275.62,1276.25,1275.61,1276.25,1275.61,994.925,396.235
5533,56.158,27.384000000000004,28.773999999999997,34943.42321000001,36722.59882,1275.92,1276.25,1276.26,1275.92,1276.25,1276.11,1276.26,1275.92,481.88499999999993,53.427
5534,102.41100000000002,3.664,98.74700000000001,4676.21664,126024.00255,1276.25,1276.15,1276.26,1276.26,1276.25,1276.15,1276.26,1276.15,120.36200000000001,116.256
5535,122.992,4.716,118.27600000000001,6016.71996,150938.36820999996,1276.25,1275.81,1275.81,1275.81,1276.25,1275.8,1276.25,1275.8,26.127,523.736
5536,4.191,1.832,2.359,2337.28392,3009.6122,1275.8,1275.81,1275.81,1275.81,1275.8,1275.8,1275.81,1275.8,40.295,508.047
5537,42.846,0.7040000000000001,42.141999999999996,898.1616399999999,53763.69232999999,1275.8,1275.57,1275.81,1275.61,1275.8,1275.57,1275.81,1275.57,149.97899999999998,553.422
5538,149.701,103.91499999999999,45.786,132551.97504999998,58411.52405999999,1275.8,1275.61,1275.81,1275.58,1275.8,1275.57,1275.81,1275.57,55.736,971.7770000000002
5539,153.15999999999994,147.62099999999995,5.539,188309.27119000003,7065.83245,1275.57,1275.81,1275.81,1275.58,1275.8,1275.57,1275.81,1275.57,518.745,25.809000000000005
5540,41.02400000000001,37.57800000000001,3.4459999999999997,47940.42484999999,4396.4068,1275.67,1275.81,1275.81,1275.67,1275.8,1275.8,1275.81,1275.67,195.56,44.138
5541,2.5949999999999998,1.011,1.584,1289.84391,2020.8672,1275.81,1275.81,1275.81,1275.81,1275.8,1275.8,1275.81,1275.8,250.154,22.469
5542,201.41299999999998,15.642,185.771,19956.220019999997,237004.44989000005,1275.81,1275.64,1275.81,1275.81,1275.8,1275.64,1275.81,1275.64,179.275,69.538
5543,241.969,15.019,226.95,19161.390389999997,289531.40921000007,1275.8,1275.53,1275.81,1275.81,1275.8,1275.53,1275.81,1275.53,73.815,1163.5170000000003
5544,48.91600000000001,2.721,46.19500000000001,3470.7443399999997,58924.974700000006,1275.64,1275.54,1275.54,1275.54,1275.64,1275.53,1275.64,1275.53,54.149,694.338
5545,378.72700000000003,294.04200000000003,84.685,374991.07137999986,108009.4083,1275.53,1275.43,1275.54,1275.29,1275.53,1275.28,1275.54,1275.28,62.834,888.9540000000001
5546,366.836,293.594,73.242,374419.3776699999,93412.26246000001,1275.44,1275.43,1275.45,1275.29,1275.44,1275.28,1275.45,1275.28,499.69199999999995,54.067
5547,73.19800000000001,2.864,70.334,3652.83152,89705.39028,1275.43,1275.42,1275.43,1275.43,1275.42,1275.42,1275.43,1275.42,128.605,103.561
5548,58.349999999999994,1.376,56.974,1754.9916799999999,72665.77908000001,1275.43,1275.43,1275.43,1275.43,1275.42,1275.42,1275.43,1275.42,60.659,151.375
5549,18.8,3.863,14.937,4926.7575099999995,19050.85809,1275.43,1275.31,1275.43,1275.32,1275.42,1275.31,1275.43,1275.31,214.37800000000001,191.714
5550,38.980000000000004,2.2339999999999995,36.746,2849.05318,46862.873640000005,1275.42,1275.16,1275.32,1275.17,1275.42,1275.16,1275.42,1275.16,176.40999999999997,500.33
5551,585.5459999999998,47.812000000000005,537.7339999999998,60948.83373,685560.0227599995,1275.31,1274.59,1275.17,1274.59,1275.31,1274.58,1275.31,1274.58,609.5479999999999,465.113
5552,705.297,140.43300000000002,564.864,179002.73940999998,720129.8706199995,1275.17,1274.76,1275.17,1274.59,1275.16,1274.58,1275.17,1274.58,234.062,458.67800000000005
5553,152,94.139,57.861,119989.02334,73758.14533000001,1274.58,1274.75,1274.76,1274.59,1274.75,1274.58,1274.76,1274.58,328.85999999999996,41.642
5554,50.082,42.61,7.4719999999999995,54317.5236,9524.932,1274.76,1274.75,1274.76,1274.76,1274.75,1274.75,1274.76,1274.75,6.273,280.858
5555,83.11200000000001,72.486,10.626000000000001,92402.25336000002,13545.4935,1274.75,1274.75,1274.76,1274.76,1274.75,1274.75,1274.76,1274.75,110.229,168.516
5556,136.751,129.982,6.769,165696.51492000005,8629.03025,1274.76,1274.92,1274.92,1274.76,1274.86,1274.75,1274.92,1274.75,59.88,321.882
5557,153.535,131.138,22.397,167175.40548,28554.04677,1274.76,1274.92,1274.92,1274.76,1274.91,1274.86,1274.92,1274.76,490.417,47.983
5558,100.46100000000001,35.611,64.85000000000001,45400.22230000001,82669.15875000002,1274.92,1274.55,1274.92,1274.55,1274.91,1274.54,1274.92,1274.54,244.73799999999997,232.174
5559,50.825,5.823,45.002,7421.74465,57364.63444000001,1274.91,1274.55,1274.87,1274.55,1274.91,1274.54,1274.91,1274.54,144.396,339.247
5560,12.626000000000001,4.09,8.536000000000001,5212.909499999998,10879.473440000002,1274.55,1274.55,1274.55,1274.55,1274.54,1274.54,1274.55,1274.54,84.805,78.356
5561,37.404,21.261000000000003,16.143,27098.207549999996,20574.89922,1274.55,1274.55,1274.55,1274.55,1274.54,1274.54,1274.55,1274.54,89.634,67.01
5562,209.365,60.31400000000001,149.05100000000002,76873.20869999997,189968.20761999997,1274.54,1274.42,1274.55,1274.55,1274.54,1274.42,1274.55,1274.42,245.816,58.136
5563,190.917,41.03800000000002,149.879,52304.830019999994,191023.39713,1274.55,1274.41,1274.55,1274.42,1274.54,1274.41,1274.55,1274.41,101.053,402.2579999999999
5564,120.42000000000002,96.52000000000001,23.9,123018.13796000002,30465.34284,1274.42,1274.6,1274.74,1274.42,1274.73,1274.41,1274.74,1274.41,2071.6349999999998,25.633000000000003
5565,176.431,107.02600000000001,69.405,136408.01222,88462.09991,1274.42,1274.48,1274.74,1274.42,1274.73,1274.48,1274.74,1274.42,10.077,949.85
5566,55.794000000000004,11.857999999999999,43.93600000000001,15112.8985,55995.093859999986,1274.49,1274.4,1274.49,1274.45,1274.48,1274.4,1274.49,1274.4,75.408,382.51800000000003
5567,38.291999999999994,5.244,33.047999999999995,6681.04216,42111.15132,1274.44,1274.01,1274.45,1274.02,1274.44,1274.01,1274.45,1274.01,301.12700000000007,1105.0410000000002
5568,156.352,95.465,60.88699999999999,121627.23190000001,77574.29513,1274.4,1274.24,1274.4,1274.01,1274.39,1274,1274.4,1274,93.569,975.1659999999999
5569,155.632,91.28100000000002,64.351,116297.21566999999,81993.00162,1274.02,1274.34,1274.35,1274.01,1274.34,1274,1274.35,1274,752.2640000000001,90.277
5570,118.692,84.88,33.812,108176.67027,43089.54208,1274.35,1274.7,1274.7,1274.35,1274.54,1274.34,1274.7,1274.34,305.802,365.45300000000003
5571,97.483,88.599,8.883999999999999,112917.81681999996,11322.903060000002,1274.34,1274.7,1274.7,1274.35,1274.69,1274.34,1274.7,1274.34,727.7310000000001,18.906
5572,39.091,38.859,0.232,49539.85816,295.72808000000003,1274.7,1274.92,1274.92,1274.7,1274.69,1274.69,1274.92,1274.69,730.89,24.543999999999997
5573,94.66,35.131,59.529,44788.337799999994,75894.11739000001,1274.7,1274.84,1274.92,1274.7,1274.91,1274.91,1274.92,1274.7,321.747,42.955
5574,61.242000000000004,1.584,59.658,2019.4700000000003,76058.57046000002,1274.92,1274.83,1274.92,1274.84,1274.91,1274.83,1274.92,1274.83,20.547,731.551
5575,98.24100000000003,96.54400000000003,1.697,123078.34937999999,2163.54331,1274.83,1274.94,1274.94,1274.84,1274.93,1274.83,1274.94,1274.83,86.777,538.9
5576,108.78500000000001,107.21700000000001,1.568,136685.784,1999.0902400000002,1274.84,1274.94,1274.94,1274.84,1274.93,1274.93,1274.94,1274.84,252.412,16.832
5577,126.26600000000002,126.15600000000002,0.11,160864.84582000002,140.2709,1274.94,1275.31,1275.31,1274.94,1275.19,1275.19,1275.31,1274.94,0,370.13999999999993
5578,212.665,212.319,0.346,270767.29775,441.28654000000006,1275,1275.61,1275.61,1275,1275.49,1275.19,1275.61,1275,907.1109999999999,389.92400000000004
5579,213.44500000000005,132.68200000000004,80.76299999999999,169231.82232,103018.56099999999,1275.31,1275.51,1275.61,1275.31,1275.6,1275.49,1275.61,1275.31,575.9629999999999,40.369
5580,119.79099999999998,37.55199999999999,82.23899999999999,47897.96602000001,104901.20135999999,1275.61,1275.5,1275.61,1275.51,1275.6,1275.5,1275.61,1275.5,58.317,559.6869999999999
5581,35.18699999999999,33.20099999999999,1.986,42348.20750999999,2533.143,1275.51,1275.51,1275.51,1275.51,1275.5,1275.5,1275.51,1275.5,68.946,211.139
5582,35.28499999999999,33.36599999999999,1.919,42558.66665999999,2447.6845000000003,1275.5,1275.51,1275.51,1275.51,1275.5,1275.5,1275.51,1275.5,56.397,236.089
5583,7.102,2.564,4.538,3270.4076399999994,5788.218999999999,1275.51,1275.5,1275.51,1275.51,1275.5,1275.5,1275.51,1275.5,92.17,227.191
5584,4.255,0.662,3.593,844.38762,4582.871499999999,1275.51,1275.51,1275.51,1275.51,1275.5,1275.5,1275.51,1275.5,75.516,220.648
5585,12.049,11.549,0.5,14731.583840000001,637.75,1275.51,1275.66,1275.66,1275.51,1275.5,1275.5,1275.66,1275.5,246.672,49.677
5586,82.73899999999999,13.023000000000001,69.716,16611.68818,88930.68049,1275.51,1275.46,1275.66,1275.46,1275.65,1275.45,1275.66,1275.45,791.7260000000001,18.469
5587,72.676,1.6579999999999997,71.018,2114.78528,90591.31638999999,1275.66,1275.46,1275.66,1275.46,1275.65,1275.45,1275.66,1275.45,55.883,916.1740000000001
5588,53.263999999999996,4.7189999999999985,48.544999999999995,6018.895739999999,61914.69791,1275.45,1275.33,1275.46,1275.46,1275.45,1275.33,1275.46,1275.33,91.55399999999999,241.238
5589,81.773,4.374999999999999,77.398,5580.137499999999,98711.63816000002,1275.46,1275.33,1275.46,1275.46,1275.45,1275.33,1275.46,1275.33,155.666,417.021
5590,38.102000000000004,0.266,37.836000000000006,339.24044,48253.385879999994,1275.33,1275.33,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,104.815,160.166
5591,7.414,2.835,4.579,3615.5888999999997,5839.73607,1275.34,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,0.687,231.026
5592,8.949,5.465,3.484,6969.7330999999995,4443.24972,1275.33,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,45.835,183.1
5593,6.529,3.3809999999999993,3.148,4311.924539999999,4014.73884,1275.33,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,72.803,87.412
5594,30.487000000000002,0.8660000000000003,29.621000000000002,1104.4444399999998,37776.54993,1275.33,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,72.643,55.87
5595,13.319999999999999,11.610999999999999,1.709,14807.972739999997,2179.53897,1275.34,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,6.16,138.549
5596,12.115000000000002,11.610000000000001,0.505,14806.697399999995,644.04165,1275.34,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,124.468,98.88
5597,15.611,15.604000000000001,0.007,19900.434540000002,8.92731,1275.34,1275.45,1275.45,1275.34,1275.33,1275.33,1275.45,1275.33,174.798,23.954
5598,43.686,16.92,26.766,21578.781980000003,34139.34728,1275.34,1275.34,1275.45,1275.34,1275.48,1275.33,1275.48,1275.33,29.614,887.7120000000002
5599,35.157,4.330999999999999,30.825999999999997,5523.497539999999,39317.18708,1275.48,1275.34,1275.34,1275.34,1275.48,1275.33,1275.48,1275.33,61.779,237.772
5600,13.073,1.167,11.906,1488.3217799999998,15184.078979999998,1275.34,1275.34,1275.34,1275.34,1275.33,1275.33,1275.34,1275.33,136.218,83.466
5601,60.632,49.574999999999996,11.057,63225.533670000004,14101.837569999998,1275.34,1275.5,1275.5,1275.34,1275.49,1275.33,1275.5,1275.33,187.052,150.243
5602,53.32899999999999,49.62599999999999,3.703,63290.71521000001,4723.13947,1275.34,1275.49,1275.5,1275.34,1275.49,1275.49,1275.5,1275.34,397.625,23.023
5603,30.978,21.564,9.414,27504.881999999998,12007.462860000001,1275.5,1275.5,1275.5,1275.5,1275.49,1275.49,1275.5,1275.49,364.506,34.714
5604,33.569,24.516000000000002,9.053,31270.157999999992,11547.01097,1275.5,1275.49,1275.5,1275.5,1275.49,1275.49,1275.5,1275.49,202.191,137.985
5605,4.098,3.967,0.131,5059.9085000000005,167.08919,1275.5,1275.5,1275.5,1275.5,1275.49,1275.49,1275.5,1275.49,201.966,132.252
5606,10.526,10.526,0,13425.912999999999,0,1275.5,1275.5,1275.5,1275.5,0,1000000,1275.5,1275.5,0,135.009
5607,95.15,11.582,83.56800000000001,14772.615459999999,106589.85362000002,1275.5,1275.25,1275.5,1275.25,1275.49,1275.29,1275.5,1275.25,326.25800000000004,131.577
5608,125.54400000000004,0.9480000000000001,124.59600000000005,1208.94846,158910.22686000002,1275.49,1275.09,1275.32,1275.25,1275.49,1275.09,1275.49,1275.09,96.84,750.245
5609,60.983000000000004,0,60.983000000000004,0,77763.39734,1275.24,1275.02,0,1000000,1275.24,1275.02,1275.24,1275.02,5.696,0
5610,157.7,0.14600000000000002,157.554,186.14838,200881.40903,1275.02,1274.9,1275.03,1274.91,1275.02,1274.9,1275.03,1274.9,206.49099999999999,58.833
5611,138.11100000000002,0.318,137.793,405.4329,175685.71432999996,1275.02,1274.9,1275.03,1274.91,1275.02,1274.9,1275.03,1274.9,63.065,461.222
5612,12.571,0.172,12.399,219.28452000000001,15807.485100000002,1274.91,1274.9,1274.91,1274.91,1274.9,1274.9,1274.91,1274.9,80.784,265.065
5613,10.234,0.6499999999999999,9.584,828.6915,12218.6416,1274.9,1274.91,1274.91,1274.91,1274.9,1274.9,1274.91,1274.9,89.354,222.368
5614,86.17800000000003,85.60100000000003,0.5770000000000001,109134.08550000004,735.68077,1274.91,1275.02,1275.02,1274.91,1275.01,1275.01,1275.02,1274.91,0,156.70999999999998
5615,92.13100000000001,88.20700000000001,3.9240000000000004,112456.85912000004,5003.13924,1274.91,1275.02,1275.02,1274.91,1275.01,1275.01,1275.02,1274.91,131.612,59.097
5616,7.557,4.186,3.371,5337.233720000001,4298.058709999999,1275.02,1275.01,1275.02,1275.02,1275.01,1275.01,1275.02,1275.01,85.175,62.771
5617,3.5860000000000003,1.562,2.024,1991.5812399999998,2580.6202399999997,1275.02,1275.02,1275.02,1275.02,1275.01,1275.01,1275.02,1275.01,34.028,79.857
5618,9.068000000000001,3.928,5.140000000000001,5008.27856,6553.551399999999,1275.02,1275.01,1275.02,1275.02,1275.01,1275.01,1275.02,1275.01,32.604,78.906
5619,10.440000000000001,3.7039999999999997,6.736000000000001,4722.674080000001,8588.46736,1275.02,1275.01,1275.02,1275.02,1275.01,1275.01,1275.02,1275.01,25.727,82.884
5620,5.606,2.0100000000000002,3.596,2562.7902000000004,4584.935960000001,1275.01,1275.02,1275.02,1275.02,1275.01,1275.01,1275.02,1275.01,40.496,112.126
5621,3.6760000000000006,3.6760000000000006,0,4686.973519999999,0,1275.02,1275.02,1275.02,1275.02,0,1000000,1275.02,1275.02,0,135.599
5622,9.674,9.674,0,12334.54348,0,1275.02,1275.02,1275.02,1275.02,0,1000000,1275.02,1275.02,0,67.817
5623,14.949000000000002,14.949000000000002,0,19060.273979999998,0,1275.02,1275.02,1275.02,1275.02,0,1000000,1275.02,1275.02,0,65.861
5624,44.155,8.854000000000001,35.301,11288.905970000002,45008.86163,1275.02,1274.91,1275.02,1274.91,1275.01,1274.9,1275.02,1274.9,211.324,123.433
5625,39.139,3.828,35.311,4880.37319,45021.61063,1275.02,1274.9,1275.02,1274.91,1275.01,1274.9,1275.02,1274.9,32.299,874.3209999999999
5626,45.487000000000016,44.47700000000002,1.01,56704.172070000015,1287.6490000000001,1274.91,1274.91,1274.91,1274.91,1274.9,1274.9,1274.91,1274.9,194.157,25.648
5627,15.010999999999997,13.487999999999998,1.5230000000000001,17195.987100000006,1941.6727000000003,1274.91,1274.92,1274.92,1274.91,1274.9,1274.9,1274.92,1274.9,165.758,39.563
5628,64.86500000000001,63.932,0.9329999999999999,81509.17596,1189.4930000000002,1274.91,1275.01,1275.01,1274.91,1275,1274.9,1275.01,1274.9,472.415,81.196
5629,59.072,58.662000000000006,0.41000000000000003,74790.46583000002,522.7203000000001,1274.92,1275.01,1275.01,1274.92,1275,1274.91,1275.01,1274.91,916.5100000000001,28.24
5630,1.534,1.534,0,1955.86534,0,1275.01,1275.01,1275.01,1275.01,0,1000000,1275.01,1275.01,0,47.487
5631,41.177,41.107,0.07,52411.85054999999,89.25000000000001,1275.01,1275.02,1275.02,1275.01,1275,1275,1275.02,1275,365.055,56.083
5632,41.303999999999995,41.233999999999995,0.07,52573.78648999999,89.25000000000001,1275.01,1275.02,1275.02,1275.01,1275,1275,1275.02,1275,531.658,48.055
5633,77.19199999999998,77.19199999999998,0,98421.34383999999,0,1275.02,1275.02,1275.02,1275.02,0,1000000,1275.02,1275.02,0,95.015
5634,80.64199999999995,80.64199999999995,0,102820.16284,0,1275.02,1275.02,1275.02,1275.02,0,1000000,1275.02,1275.02,0,103.192
5635,4.254999999999999,4.254999999999999,0,5425.210100000002,0,1275.02,1275.02,1275.02,1275.02,0,1000000,1275.02,1275.02,0,88.745
5636,1109.582,1.1679999999999997,1108.4140000000002,1489.2076399999996,1412899.3261799994,1275.02,1274.04,1275.02,1274.09,1275.01,1274.03,1275.02,1274.03,1591.0750000000007,87.73
5637,1169.7300000000002,71.55,1098.1800000000003,91158.74469000002,1399849.3897399993,1275.01,1274.07,1275.02,1274.05,1275.01,1274.03,1275.02,1274.03,74.351,1592.0520000000001
5638,171.12799999999996,165.66799999999995,5.46,211076.26475,6956.5091600000005,1274.04,1274.34,1274.34,1274.05,1274.16,1274.04,1274.34,1274.04,496.3710000000001,220.442
5639,100.82100000000003,95.67500000000003,5.146,121901.95015000003,6556.9486,1274.09,1274.44,1274.42,1274.09,1274.44,1274.08,1274.44,1274.08,778.285,19.825
5640,9.921,4.667999999999999,5.253,5949.065439999999,6694.633320000001,1274.37,1274.45,1274.45,1274.37,1274.44,1274.44,1274.45,1274.37,433.8,36.233
5641,8.379,4.303999999999999,4.075,5485.232799999999,5193.343,1274.45,1274.45,1274.45,1274.45,1274.44,1274.44,1274.45,1274.44,98.743,83.352
5642,4.015000000000001,3.482,0.533,4437.6349,679.27652,1274.45,1274.45,1274.45,1274.45,1274.44,1274.44,1274.45,1274.44,98.205,50.015
5643,71.25500000000001,68.63900000000001,2.616,87483.25460000001,3334.05033,1274.45,1274.71,1274.72,1274.45,1274.71,1274.44,1274.72,1274.44,98.897,314.63
5644,154.436,152.149,2.287,193935.82812000005,2914.8030400000002,1274.45,1274.72,1274.72,1274.45,1274.71,1274.44,1274.72,1274.44,203.611,224.438
5645,108.29600000000002,87.08200000000002,21.214000000000002,111005.16704,27041.697940000002,1274.72,1274.72,1274.72,1274.72,1274.71,1274.71,1274.72,1274.71,59.733,84.244
5646,56.62,1.132,55.488,1442.98304,70731.10848,1274.72,1274.71,1274.72,1274.72,1274.71,1274.71,1274.72,1274.71,75.095,43.008
